species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Blackpoll Warbler,2,103,0.8447,0.8703,0.8568,0.8634,0.9709
Orange-crowned Warbler,1,58,0.8448,0.8305,0.8448,0.8376,0.9655
Blue-headed Vireo,1,52,0.8462,0.7213,0.8462,0.7788,0.9615
White-throated Sparrow,2,104,0.8462,0.8562,0.8301,0.8360,0.9808
Harlequin Duck,2,65,0.8462,0.9886,0.7727,0.8472,0.9692
Blue-winged Teal,2,59,0.8475,0.7670,0.7703,0.7681,0.9492
Band-tailed Pigeon,1,40,0.8500,0.8947,0.8500,0.8718,1.0000
Willet,1,60,0.8500,0.8947,0.8500,0.8718,1.0000
Western Meadowlark,1,60,0.8500,0.7391,0.8500,0.7907,1.0000
Summer Tanager,3,100,0.8500,0.9216,0.8268,0.8705,0.9700
Spotted Towhee,1,60,0.8500,0.9273,0.8500,0.8870,0.9500
European Starling,3,154,0.8506,0.8466,0.8513,0.8484,0.9870
Yellow-billed Magpie,1,27,0.8519,0.9200,0.8519,0.8846,1.0000
Horned Grebe,2,95,0.8526,0.8823,0.8536,0.8658,0.9895
Bald Eagle,2,103,0.8544,0.7462,0.8388,0.7897,0.9612
Purple Finch,2,97,0.8557,0.8443,0.8504,0.8442,0.9897
Chipping Sparrow,2,106,0.8585,0.7923,0.8446,0.8176,0.9811
Northern Shoveler,2,100,0.8600,0.8153,0.8292,0.8198,0.9900
Long-tailed Duck,3,65,0.8615,0.7827,0.8597,0.8161,0.9385
Abert's Towhee,1,29,0.8621,0.8065,0.8621,0.8333,1.0000
Bullock's Oriole,2,87,0.8621,0.9194,0.8415,0.8757,0.9540
Purple Gallinule,2,51,0.8627,0.8444,0.6818,0.7206,0.9608
Redhead,2,44,0.8636,0.8134,0.8453,0.8288,0.9318
Northern Pintail,2,66,0.8636,0.7933,0.8393,0.8156,0.9545
Yellow-bellied Sapsucker,1,59,0.8644,0.7500,0.8644,0.8031,0.9831
White-winged Crossbill,2,52,0.8654,0.8889,0.8625,0.8712,0.9231
Western Kingbird,1,52,0.8654,0.8491,0.8654,0.8571,0.9615
Hermit Thrush,1,60,0.8667,0.9455,0.8667,0.9043,0.9667
Blue-gray Gnatcatcher,1,60,0.8667,0.8525,0.8667,0.8595,0.9833
Northern Shrike,1,60,0.8667,0.8254,0.8667,0.8455,0.9833
Forster's Tern,1,60,0.8667,0.7536,0.8667,0.8062,0.9833
Nashville Warbler,1,60,0.8667,0.7429,0.8667,0.8000,0.9500
Yellow Warbler,1,60,0.8667,0.9286,0.8667,0.8966,0.9333
Eastern Kingbird,1,60,0.8667,0.9286,0.8667,0.8966,0.9667
Yellow-headed Blackbird,2,83,0.8675,0.8683,0.8427,0.8444,0.9639
Yellow-throated Vireo,1,38,0.8684,0.8049,0.8684,0.8354,0.9737
Harris's Sparrow,2,61,0.8689,0.9012,0.8633,0.8806,0.9836
Curve-billed Thrasher,1,46,0.8696,0.9756,0.8696,0.9195,0.9565
Crested Caracara,1,54,0.8704,0.9400,0.8704,0.9038,0.9259
Canada Goose,1,31,0.8710,0.7500,0.8710,0.8060,0.9032
Cattle Egret,1,49,0.8776,0.8958,0.8776,0.8866,1.0000
Black-throated Gray Warbler,1,41,0.8780,0.9474,0.8780,0.9114,0.9756
House Sparrow,2,116,0.8793,0.9181,0.8787,0.8979,0.9828
Sandhill Crane,1,25,0.8800,0.9565,0.8800,0.9167,0.9600
Northern Pygmy-Owl,1,50,0.8800,0.9362,0.8800,0.9072,0.9600
Blue Grosbeak,2,100,0.8800,0.8885,0.8736,0.8802,0.9900
Dark-eyed Junco,5,192,0.8802,0.9152,0.7488,0.7604,0.9792
Turkey Vulture,1,59,0.8814,0.9811,0.8814,0.9286,0.9661
Sanderling,2,68,0.8824,0.8901,0.8056,0.8389,0.9853
Bohemian Waxwing,1,60,0.8833,1.0000,0.8833,0.9381,1.0000
Great Blue Heron,1,60,0.8833,0.9636,0.8833,0.9217,0.9667
Loggerhead Shrike,1,60,0.8833,0.8413,0.8833,0.8618,0.9833
Barn Owl,1,52,0.8846,0.9388,0.8846,0.9109,0.9615
Ruddy Duck,3,106,0.8868,0.9000,0.8750,0.8857,0.9811
Black-headed Grosbeak,2,106,0.8868,0.8940,0.8750,0.8830,0.9906
Green-winged Teal,2,71,0.8873,0.8511,0.8711,0.8604,0.9859
Eared Grebe,2,80,0.8875,0.8273,0.8853,0.8544,0.9625
Northern Saw-whet Owl,1,45,0.8889,0.9756,0.8889,0.9302,1.0000
Winter Wren,1,54,0.8889,0.7273,0.8889,0.8000,1.0000
Canvasback,2,72,0.8889,0.9156,0.8733,0.8918,0.9722
Clark's Nutcracker,1,46,0.8913,0.8913,0.8913,0.8913,0.9348
Wood Thrush,1,46,0.8913,0.9762,0.8913,0.9318,0.9348
Common Goldeneye,2,84,0.8929,0.6088,0.8690,0.7153,0.9881
Scaled Quail,1,19,0.8947,0.9444,0.8947,0.9189,1.0000
White-winged Dove,1,57,0.8947,0.8947,0.8947,0.8947,0.9298
Bonaparte's Gull,1,58,0.8966,0.8667,0.8966,0.8814,0.9655
American Pipit,1,58,0.8966,0.9123,0.8966,0.9043,0.9828
Mountain Bluebird,1,49,0.8980,0.8980,0.8980,0.8980,0.9796
Indigo Bunting,2,99,0.8990,0.7838,0.8808,0.8294,0.9798
Yellow-crowned Night-Heron,2,99,0.8990,0.9677,0.8808,0.9200,0.9899
Pied-billed Grebe,1,60,0.9000,0.9310,0.9000,0.9153,0.9833
American Coot,1,60,0.9000,1.0000,0.9000,0.9474,0.9667
Northern Parula,1,60,0.9000,0.9153,0.9000,0.9076,0.9667
White-throated Swift,1,40,0.9000,0.8372,0.9000,0.8675,0.9250
Yellow-throated Warbler,1,60,0.9000,0.9474,0.9000,0.9231,0.9500
Swamp Sparrow,1,60,0.9000,0.9000,0.9000,0.9000,0.9833
Golden-crowned Sparrow,2,102,0.9020,0.8572,0.9024,0.8791,0.9706
Veery,1,41,0.9024,0.9250,0.9024,0.9136,0.9756
Rufous-crowned Sparrow,1,41,0.9024,0.9024,0.9024,0.9024,0.9512
Laughing Gull,2,104,0.9038,0.8406,0.8942,0.8663,0.9808
Red-breasted Sapsucker,1,42,0.9048,0.8085,0.9048,0.8539,1.0000
Common Merganser,2,74,0.9054,0.8745,0.9129,0.8932,1.0000
Double-crested Cormorant,2,106,0.9057,0.6277,0.9063,0.7412,1.0000
Rose-breasted Grosbeak,2,108,0.9074,0.9106,0.8958,0.9015,1.0000
Northern Waterthrush,1,56,0.9107,0.8226,0.9107,0.8644,0.9821
Wilson's Phalarope,2,81,0.9136,0.9344,0.8834,0.9041,1.0000
Common Grackle,1,58,0.9138,0.7465,0.9138,0.8217,0.9655
Swainson's Thrush,1,58,0.9138,0.8833,0.9138,0.8983,0.9655
Bewick's Wren,1,58,0.9138,0.8983,0.9138,0.9060,0.9655
Red-headed Woodpecker,2,94,0.9149,0.9538,0.8857,0.9113,0.9894
Yellow-billed Cuckoo,1,47,0.9149,0.7963,0.9149,0.8515,1.0000
Chestnut-sided Warbler,2,95,0.9158,0.8993,0.8976,0.8968,0.9895
Gray Catbird,1,60,0.9167,0.9016,0.9167,0.9091,1.0000
Eastern Bluebird,1,60,0.9167,0.8594,0.9167,0.8871,1.0000
Savannah Sparrow,1,60,0.9167,0.8462,0.9167,0.8800,1.0000
Marsh Wren,1,60,0.9167,0.8871,0.9167,0.9016,0.9667
Least Sandpiper,1,60,0.9167,0.8594,0.9167,0.8871,1.0000
Red-breasted Nuthatch,1,60,0.9167,0.9322,0.9167,0.9244,0.9833
Vesper Sparrow,1,60,0.9167,0.8088,0.9167,0.8594,0.9500
Dickcissel,1,60,0.9167,1.0000,0.9167,0.9565,0.9667
Prairie Warbler,1,60,0.9167,0.8462,0.9167,0.8800,0.9833
Western Scrub-Jay,1,60,0.9167,0.8462,0.9167,0.8800,1.0000
Mourning Dove,1,60,0.9167,0.9649,0.9167,0.9402,0.9667
Ring-necked Pheasant,2,61,0.9180,0.9371,0.8716,0.9018,0.9344
Surf Scoter,2,61,0.9180,0.8242,0.8958,0.8555,0.9836
American Oystercatcher,1,49,0.9184,0.9375,0.9184,0.9278,0.9592
House Finch,2,112,0.9196,0.8104,0.9173,0.8597,0.9911
Gila Woodpecker,1,50,0.9200,0.9388,0.9200,0.9293,0.9800
Clark's Grebe,1,38,0.9211,0.7955,0.9211,0.8537,0.9737
Brown-headed Nuthatch,1,38,0.9211,0.8537,0.9211,0.8861,1.0000
American Kestrel,2,115,0.9217,0.9373,0.9205,0.9287,0.9826
Common Gallinule,2,64,0.9219,0.8704,0.8333,0.8461,0.9844
Scarlet Tanager,2,77,0.9221,0.7699,0.8929,0.8233,1.0000
Common Nighthawk,1,39,0.9231,0.9474,0.9231,0.9351,0.9744
White Ibis,2,91,0.9231,0.9418,0.8939,0.9127,0.9670
Osprey,1,52,0.9231,0.8889,0.9231,0.9057,1.0000
Long-billed Curlew,1,53,0.9245,0.9074,0.9245,0.9159,0.9811
Black Skimmer,1,53,0.9245,0.9074,0.9245,0.9159,0.9811
White-crowned Sparrow,2,120,0.9250,0.9664,0.9250,0.9438,0.9750
House Wren,1,54,0.9259,0.8772,0.9259,0.9009,0.9815
Brown-headed Cowbird,2,109,0.9266,0.8433,0.9202,0.8797,0.9725
American White Pelican,1,28,0.9286,0.9630,0.9286,0.9455,0.9643
Brown Thrasher,1,57,0.9298,0.9464,0.9298,0.9381,0.9825
Say's Phoebe,1,58,0.9310,0.9643,0.9310,0.9474,0.9655
Glossy Ibis,1,44,0.9318,0.8039,0.9318,0.8632,1.0000
Palm Warbler,1,44,0.9318,0.8723,0.9318,0.9011,0.9773
Eurasian Collared-Dove,1,59,0.9322,0.8730,0.9322,0.9016,0.9831
American Woodcock,1,30,0.9333,0.9655,0.9333,0.9492,0.9333
Northern Mockingbird,1,60,0.9333,0.9032,0.9333,0.9180,0.9833
Mute Swan,1,60,0.9333,0.9180,0.9333,0.9256,0.9833
Red-bellied Woodpecker,1,60,0.9333,0.8615,0.9333,0.8960,0.9833
Wild Turkey,1,60,0.9333,0.9333,0.9333,0.9333,0.9500
Ovenbird,1,60,0.9333,0.9492,0.9333,0.9412,0.9833
Yellow-breasted Chat,1,60,0.9333,0.9333,0.9333,0.9333,0.9833
Townsend's Warbler,1,60,0.9333,0.9655,0.9333,0.9492,0.9833
Song Sparrow,1,60,0.9333,0.8889,0.9333,0.9106,1.0000
Canada Warbler,1,60,0.9333,1.0000,0.9333,0.9655,0.9833
Heermann's Gull,2,61,0.9344,0.9414,0.9289,0.9351,0.9672
Prothonotary Warbler,1,46,0.9348,0.9348,0.9348,0.9348,1.0000
Snowy Owl,1,46,0.9348,0.9773,0.9348,0.9556,0.9565
Black Turnstone,1,47,0.9362,1.0000,0.9362,0.9670,1.0000
Black Vulture,1,48,0.9375,0.9184,0.9375,0.9278,0.9792
American Wigeon,2,64,0.9375,0.9387,0.9099,0.9227,0.9844
California Thrasher,1,32,0.9375,0.8108,0.9375,0.8696,1.0000
Pyrrhuloxia,1,48,0.9375,1.0000,0.9375,0.9677,1.0000
Greater White-fronted Goose,1,33,0.9394,0.9688,0.9394,0.9538,0.9394
Inca Dove,1,50,0.9400,0.9792,0.9400,0.9592,0.9600
Ring-necked Duck,2,68,0.9412,0.8763,0.9261,0.8999,0.9853
Common Yellowthroat,2,120,0.9417,0.9179,0.9417,0.9292,0.9917
Common Ground-Dove,1,35,0.9429,0.9167,0.9429,0.9296,0.9714
Magnolia Warbler,2,105,0.9429,0.8649,0.9417,0.8990,0.9905
Mountain Chickadee,1,53,0.9434,0.8621,0.9434,0.9009,1.0000
Wood Duck,2,106,0.9434,0.9839,0.9348,0.9569,0.9906
Eastern Towhee,1,54,0.9444,0.8793,0.9444,0.9107,0.9815
Chestnut-backed Chickadee,1,54,0.9444,0.7391,0.9444,0.8293,1.0000
Black-throated Blue Warbler,2,91,0.9451,0.9531,0.9362,0.9445,1.0000
Wilson's Snipe,1,55,0.9455,0.8814,0.9455,0.9123,0.9818
Scissor-tailed Flycatcher,1,37,0.9459,0.9722,0.9459,0.9589,0.9730
Bufflehead,2,93,0.9462,0.8690,0.9447,0.9053,0.9785
Tree Swallow,1,56,0.9464,0.8281,0.9464,0.8833,0.9821
Black-crowned Night-Heron,2,114,0.9474,0.9216,0.9444,0.9325,0.9912
White-eyed Vireo,1,57,0.9474,0.9474,0.9474,0.9474,0.9825
Blue-winged Warbler,1,38,0.9474,0.9730,0.9474,0.9600,1.0000
Bushtit,1,60,0.9500,0.7703,0.9500,0.8507,0.9667
Tricolored Heron,1,60,0.9500,0.8382,0.9500,0.8906,1.0000
Tufted Titmouse,1,60,0.9500,0.8769,0.9500,0.9120,1.0000
White-breasted Nuthatch,1,60,0.9500,0.9048,0.9500,0.9268,0.9833
Black-throated Green Warbler,1,60,0.9500,0.8143,0.9500,0.8769,0.9667
Lincoln's Sparrow,1,60,0.9500,0.9194,0.9500,0.9344,1.0000
Barred Owl,1,60,0.9500,0.9828,0.9500,0.9661,1.0000
Killdeer,1,60,0.9500,0.9828,0.9500,0.9661,0.9667
Mallard,2,120,0.9500,0.8716,0.9500,0.9062,0.9917
Ash-throated Flycatcher,1,41,0.9512,0.8667,0.9512,0.9070,0.9756
Red-breasted Merganser,2,85,0.9529,0.8653,0.9529,0.9064,1.0000
Snow Bunting,2,64,0.9531,0.9722,0.9071,0.9357,0.9688
Baltimore Oriole,2,107,0.9533,0.8907,0.9499,0.9188,0.9907
Harris's Hawk,1,43,0.9535,0.9318,0.9535,0.9425,1.0000
Burrowing Owl,1,43,0.9535,0.9318,0.9535,0.9425,0.9535
Bobolink,2,88,0.9545,0.9188,0.9515,0.9346,0.9886
Vermilion Flycatcher,2,89,0.9551,0.9524,0.9444,0.9479,0.9663
Evening Grosbeak,2,120,0.9583,0.9750,0.9583,0.9665,0.9833
Hooded Warbler,1,49,0.9592,0.8868,0.9592,0.9216,1.0000
Snowy Egret,1,49,0.9592,0.8704,0.9592,0.9126,1.0000
Golden-crowned Kinglet,1,51,0.9608,0.9608,0.9608,0.9608,1.0000
Field Sparrow,1,51,0.9608,0.8909,0.9608,0.9245,1.0000
Whimbrel,1,51,0.9608,0.8305,0.9608,0.8909,0.9804
Gambel's Quail,2,52,0.9615,0.9273,0.9412,0.9341,1.0000
California Quail,2,78,0.9615,0.8628,0.9318,0.8955,1.0000
Great Crested Flycatcher,1,53,0.9623,0.9273,0.9623,0.9444,1.0000
Solitary Sandpiper,1,56,0.9643,0.9310,0.9643,0.9474,0.9821
Varied Thrush,1,56,0.9643,1.0000,0.9643,0.9818,1.0000
Rock Pigeon,1,58,0.9655,0.9655,0.9655,0.9655,0.9828
Swallow-tailed Kite,1,29,0.9655,0.8000,0.9655,0.8750,0.9655
Lark Sparrow,1,59,0.9661,0.9344,0.9661,0.9500,1.0000
Pileated Woodpecker,1,60,0.9667,0.9206,0.9667,0.9431,0.9833
Belted Kingfisher,1,60,0.9667,0.9667,0.9667,0.9667,0.9833
Wilson's Warbler,1,60,0.9667,0.8657,0.9667,0.9134,1.0000
Red-eyed Vireo,1,60,0.9667,0.8529,0.9667,0.9062,0.9667
Horned Lark,1,60,0.9667,0.9667,0.9667,0.9667,0.9667
Short-billed Dowitcher,1,60,0.9667,0.9831,0.9667,0.9748,1.0000
Marbled Godwit,1,60,0.9667,0.9831,0.9667,0.9748,1.0000
Ruby-crowned Kinglet,1,60,0.9667,0.8286,0.9667,0.8923,0.9833
Anhinga,1,60,0.9667,0.8657,0.9667,0.9134,1.0000
American Goldfinch,2,120,0.9667,0.8813,0.9667,0.9215,0.9833
Steller's Jay,1,60,0.9667,0.9831,0.9667,0.9748,1.0000
Black Phoebe,1,60,0.9667,0.9355,0.9667,0.9508,1.0000
Black-and-white Warbler,1,60,0.9667,0.9667,0.9667,0.9667,0.9833
Northern Bobwhite,1,32,0.9688,1.0000,0.9688,0.9841,1.0000
Brant,1,32,0.9688,1.0000,0.9688,0.9841,0.9688
Spotted Sandpiper,2,98,0.9694,0.9793,0.9689,0.9741,0.9898
Painted Bunting,2,98,0.9694,0.8855,0.9659,0.9227,1.0000
Pine Grosbeak,2,74,0.9730,0.9251,0.9727,0.9482,0.9730
Black-billed Magpie,1,38,0.9737,0.8810,0.9737,0.9250,1.0000
American Redstart,2,119,0.9748,0.9283,0.9746,0.9508,0.9832
American Robin,2,119,0.9748,0.9365,0.9749,0.9551,1.0000
Ruffed Grouse,1,40,0.9750,1.0000,0.9750,0.9873,1.0000
Surfbird,1,40,0.9750,0.9512,0.9750,0.9630,1.0000
Northern Cardinal,2,120,0.9750,0.9288,0.9750,0.9511,0.9917
Hooded Merganser,2,86,0.9767,0.9350,0.9754,0.9543,0.9884
Cactus Wren,1,43,0.9767,0.9545,0.9767,0.9655,1.0000
Great Horned Owl,1,46,0.9783,0.8654,0.9783,0.9184,1.0000
Dunlin,2,93,0.9785,0.9524,0.9771,0.9638,0.9892
Cedar Waxwing,1,54,0.9815,0.8983,0.9815,0.9381,0.9815
Ruddy Turnstone,1,55,0.9818,0.9310,0.9818,0.9558,1.0000
Wood Stork,1,56,0.9821,0.9322,0.9821,0.9565,0.9821
Barn Swallow,1,57,0.9825,0.9333,0.9825,0.9573,1.0000
Acorn Woodpecker,1,58,0.9828,1.0000,0.9828,0.9913,1.0000
Red-winged Blackbird,2,119,0.9832,0.9293,0.9832,0.9553,0.9916
Pine Siskin,1,60,0.9833,0.9219,0.9833,0.9516,1.0000
Great Egret,1,60,0.9833,0.8939,0.9833,0.9365,1.0000
Green Heron,1,60,0.9833,0.9077,0.9833,0.9440,1.0000
Carolina Wren,1,60,0.9833,0.8806,0.9833,0.9291,1.0000
Blue Jay,1,60,0.9833,0.9833,0.9833,0.9833,1.0000
Black-bellied Plover,2,77,0.9870,0.9742,0.9881,0.9811,1.0000
Canyon Wren,1,26,1.0000,0.7879,1.0000,0.8814,1.0000
Greater Roadrunner,1,34,1.0000,0.9714,1.0000,0.9855,1.0000
Brown Pelican,1,34,1.0000,1.0000,1.0000,1.0000,1.0000
American Tree Sparrow,1,59,1.0000,1.0000,1.0000,1.0000,1.0000
Black-necked Stilt,1,33,1.0000,1.0000,1.0000,1.0000,1.0000
Semipalmated Plover,1,54,1.0000,1.0000,1.0000,1.0000,1.0000
Roseate Spoonbill,1,29,1.0000,1.0000,1.0000,1.0000,1.0000
Monk Parakeet,1,28,1.0000,1.0000,1.0000,1.0000,1.0000
Black-bellied Whistling-Duck,1,20,1.0000,1.0000,1.0000,1.0000,1.0000
American Avocet,1,54,1.0000,0.9818,1.0000,0.9908,1.0000
Green-tailed Towhee,1,28,1.0000,0.9333,1.0000,0.9655,1.0000
American Dipper,1,31,1.0000,0.9394,1.0000,0.9688,1.0000
Brown Creeper,1,58,1.0000,0.9508,1.0000,0.9748,1.0000
