species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
American Pipit,1,58,0.9138,0.9138,0.9138,0.9138,0.9655
Green-winged Teal,2,71,0.9155,0.8797,0.9000,0.8891,0.9859
Townsend's Warbler,1,60,0.9167,0.8594,0.9167,0.8871,0.9667
Northern Parula,1,60,0.9167,0.9483,0.9167,0.9322,0.9667
Black Vulture,1,48,0.9167,0.9362,0.9167,0.9263,1.0000
Prairie Warbler,1,60,0.9167,0.9483,0.9167,0.9322,1.0000
Mourning Dove,1,60,0.9167,0.9167,0.9167,0.9167,0.9833
Ring-necked Pheasant,2,61,0.9180,0.9475,0.8716,0.9069,0.9344
Common Merganser,2,74,0.9189,0.9625,0.9249,0.9433,1.0000
Sandhill Crane,1,25,0.9200,0.8846,0.9200,0.9020,0.9200
Gila Woodpecker,1,50,0.9200,0.9388,0.9200,0.9293,0.9800
Black-billed Magpie,1,38,0.9211,0.9211,0.9211,0.9211,1.0000
Clark's Grebe,1,38,0.9211,0.7143,0.9211,0.8046,0.9474
Barn Owl,1,52,0.9231,0.9231,0.9231,0.9231,0.9615
White Ibis,2,91,0.9231,0.9603,0.8939,0.9200,0.9890
Black-headed Grosbeak,2,106,0.9245,0.9021,0.9185,0.9101,0.9906
White-crowned Sparrow,2,120,0.9250,0.8872,0.9250,0.9056,0.9833
Surfbird,1,40,0.9250,0.8810,0.9250,0.9024,1.0000
Baltimore Oriole,2,107,0.9252,0.8434,0.9206,0.8790,0.9907
Ring-necked Duck,2,68,0.9265,0.8062,0.9053,0.8526,1.0000
Red-breasted Sapsucker,1,42,0.9286,0.9286,0.9286,0.9286,1.0000
Common Goldeneye,2,84,0.9286,0.6488,0.9144,0.7589,0.9762
Yellow-crowned Night-Heron,2,99,0.9293,0.9113,0.9282,0.9190,1.0000
Red-breasted Merganser,2,85,0.9294,0.8883,0.9310,0.9080,1.0000
Brown Thrasher,1,57,0.9298,0.9815,0.9298,0.9550,0.9649
Black-crowned Night-Heron,2,114,0.9298,0.9554,0.9259,0.9388,0.9825
American Kestrel,2,115,0.9304,0.8614,0.9288,0.8938,0.9913
Say's Phoebe,1,58,0.9310,0.9818,0.9310,0.9558,0.9828
Bewick's Wren,1,58,0.9310,0.9153,0.9310,0.9231,1.0000
White-breasted Nuthatch,1,60,0.9333,0.9032,0.9333,0.9180,1.0000
Eastern Bluebird,1,60,0.9333,0.9032,0.9333,0.9180,0.9833
American Goldfinch,2,120,0.9333,0.9026,0.9333,0.9175,0.9917
Song Sparrow,1,60,0.9333,0.8485,0.9333,0.8889,0.9667
Marsh Wren,1,60,0.9333,0.9492,0.9333,0.9412,0.9667
Loggerhead Shrike,1,60,0.9333,0.8889,0.9333,0.9106,0.9833
Magnolia Warbler,2,105,0.9333,0.8698,0.9306,0.8974,1.0000
Pied-billed Grebe,1,60,0.9333,0.9655,0.9333,0.9492,0.9833
American Woodcock,1,30,0.9333,0.9655,0.9333,0.9492,0.9667
Killdeer,1,60,0.9333,0.9825,0.9333,0.9573,0.9500
American Coot,1,60,0.9333,0.9655,0.9333,0.9492,0.9833
Mute Swan,1,60,0.9333,0.9492,0.9333,0.9412,1.0000
Canada Warbler,1,60,0.9333,0.9825,0.9333,0.9573,1.0000
Willet,1,60,0.9333,0.8889,0.9333,0.9106,0.9833
Prothonotary Warbler,1,46,0.9348,0.9348,0.9348,0.9348,0.9783
Snowy Owl,1,46,0.9348,0.9556,0.9348,0.9451,0.9565
Black Turnstone,1,47,0.9362,1.0000,0.9362,0.9670,1.0000
House Finch,2,112,0.9375,0.9027,0.9353,0.9186,0.9732
Brant,1,32,0.9375,1.0000,0.9375,0.9677,1.0000
Hooded Warbler,1,49,0.9388,0.9200,0.9388,0.9293,1.0000
Greater White-fronted Goose,1,33,0.9394,0.9688,0.9394,0.9538,1.0000
Inca Dove,1,50,0.9400,0.9592,0.9400,0.9495,1.0000
American Redstart,2,119,0.9412,0.9339,0.9411,0.9373,0.9832
Hooded Merganser,2,86,0.9419,0.8958,0.9357,0.9143,1.0000
Gambel's Quail,2,52,0.9423,0.8847,0.9118,0.8979,1.0000
Common Ground-Dove,1,35,0.9429,0.9429,0.9429,0.9429,1.0000
Black Skimmer,1,53,0.9434,0.9434,0.9434,0.9434,0.9811
Mountain Chickadee,1,53,0.9434,0.8333,0.9434,0.8850,1.0000
Great Crested Flycatcher,1,53,0.9434,0.9615,0.9434,0.9524,1.0000
Vermilion Flycatcher,2,89,0.9438,0.9377,0.9306,0.9336,0.9775
House Wren,1,54,0.9444,0.8793,0.9444,0.9107,0.9630
Eastern Towhee,1,54,0.9444,0.8500,0.9444,0.8947,1.0000
Chestnut-backed Chickadee,1,54,0.9444,0.8947,0.9444,0.9189,1.0000
Pine Grosbeak,2,74,0.9459,0.9717,0.9424,0.9566,0.9730
Scissor-tailed Flycatcher,1,37,0.9459,0.9459,0.9459,0.9459,0.9730
Bufflehead,2,93,0.9462,0.9040,0.9379,0.9205,0.9785
Tree Swallow,1,56,0.9464,0.8413,0.9464,0.8908,1.0000
Blue-winged Warbler,1,38,0.9474,0.9474,0.9474,0.9474,1.0000
Common Grackle,1,58,0.9483,0.7971,0.9483,0.8661,1.0000
Lark Sparrow,1,59,0.9492,0.8889,0.9492,0.9180,1.0000
Mallard,2,120,0.9500,0.9003,0.9500,0.9241,0.9833
Swamp Sparrow,1,60,0.9500,0.9048,0.9500,0.9268,0.9833
Ovenbird,1,60,0.9500,0.9828,0.9500,0.9661,1.0000
Red-eyed Vireo,1,60,0.9500,0.8906,0.9500,0.9194,0.9833
Black-and-white Warbler,1,60,0.9500,0.9048,0.9500,0.9268,0.9833
Tufted Titmouse,1,60,0.9500,0.8636,0.9500,0.9048,1.0000
Common Yellowthroat,2,120,0.9500,0.9114,0.9500,0.9302,1.0000
Marbled Godwit,1,60,0.9500,0.9500,0.9500,0.9500,0.9833
Horned Lark,1,60,0.9500,0.9344,0.9500,0.9421,0.9667
Eastern Kingbird,1,60,0.9500,0.9661,0.9500,0.9580,0.9667
Band-tailed Pigeon,1,40,0.9500,0.9500,0.9500,0.9500,1.0000
Veery,1,41,0.9512,0.8864,0.9512,0.9176,1.0000
Wood Duck,2,106,0.9528,0.9884,0.9482,0.9677,0.9906
Snow Bunting,2,64,0.9531,0.9019,0.9071,0.9027,0.9844
Common Gallinule,2,64,0.9531,0.8226,0.9231,0.8692,1.0000
American Wigeon,2,64,0.9531,0.9490,0.9363,0.9403,0.9844
Bobolink,2,88,0.9545,0.9424,0.9455,0.9437,0.9886
Black-throated Blue Warbler,2,91,0.9560,0.9394,0.9447,0.9419,0.9890
Red-winged Blackbird,2,119,0.9580,0.8961,0.9581,0.9249,0.9916
Pyrrhuloxia,1,48,0.9583,0.9388,0.9583,0.9485,1.0000
American Oystercatcher,1,49,0.9592,0.9592,0.9592,0.9592,0.9592
Spotted Sandpiper,2,98,0.9592,0.9321,0.9599,0.9446,1.0000
Whimbrel,1,51,0.9608,0.9423,0.9608,0.9515,1.0000
California Quail,2,78,0.9615,0.8958,0.9318,0.9135,1.0000
Long-billed Curlew,1,53,0.9623,0.9808,0.9623,0.9714,0.9811
Cedar Waxwing,1,54,0.9630,1.0000,0.9630,0.9811,1.0000
Wilson's Snipe,1,55,0.9636,0.9464,0.9636,0.9550,0.9818
Wood Stork,1,56,0.9643,0.9643,0.9643,0.9643,1.0000
American White Pelican,1,28,0.9643,0.9643,0.9643,0.9643,0.9643
White-eyed Vireo,1,57,0.9649,0.9821,0.9649,0.9735,1.0000
Swallow-tailed Kite,1,29,0.9655,0.8750,0.9655,0.9180,1.0000
Acorn Woodpecker,1,58,0.9655,0.9655,0.9655,0.9655,1.0000
Turkey Vulture,1,59,0.9661,0.9661,0.9661,0.9661,0.9831
Steller's Jay,1,60,0.9667,1.0000,0.9667,0.9831,1.0000
Anhinga,1,60,0.9667,0.8169,0.9667,0.8855,1.0000
Ruby-crowned Kinglet,1,60,0.9667,0.9508,0.9667,0.9587,1.0000
Tricolored Heron,1,60,0.9667,0.9206,0.9667,0.9431,0.9833
Lincoln's Sparrow,1,60,0.9667,0.9206,0.9667,0.9431,1.0000
Barred Owl,1,60,0.9667,0.9831,0.9667,0.9748,1.0000
Northern Shrike,1,60,0.9667,0.9062,0.9667,0.9355,1.0000
Gray Catbird,1,60,0.9667,0.9508,0.9667,0.9587,0.9833
Wild Turkey,1,60,0.9667,0.9831,0.9667,0.9748,0.9833
Blue Jay,1,60,0.9667,0.9831,0.9667,0.9748,1.0000
Northern Mockingbird,1,60,0.9667,0.9667,0.9667,0.9667,1.0000
Short-billed Dowitcher,1,60,0.9667,0.9508,0.9667,0.9587,0.9833
Heermann's Gull,2,61,0.9672,0.9407,0.9645,0.9523,0.9672
Dunlin,2,93,0.9677,0.9389,0.9685,0.9534,0.9785
Greater Roadrunner,1,34,0.9706,1.0000,0.9706,0.9851,1.0000
Brown Pelican,1,34,0.9706,1.0000,0.9706,0.9851,1.0000
Canvasback,2,72,0.9722,0.9232,0.9711,0.9465,1.0000
Scarlet Tanager,2,77,0.9740,0.8175,0.9719,0.8819,1.0000
American Robin,2,119,0.9748,0.9749,0.9749,0.9749,0.9832
Northern Cardinal,2,120,0.9750,0.9518,0.9750,0.9629,1.0000
Evening Grosbeak,2,120,0.9750,0.9833,0.9750,0.9791,1.0000
Burrowing Owl,1,43,0.9767,0.9767,0.9767,0.9767,0.9767
Great Horned Owl,1,46,0.9783,0.9574,0.9783,0.9677,1.0000
Yellow-billed Cuckoo,1,47,0.9787,0.8679,0.9787,0.9200,0.9787
Painted Bunting,2,98,0.9796,0.8936,0.9744,0.9302,1.0000
Golden-crowned Kinglet,1,51,0.9804,0.9804,0.9804,0.9804,1.0000
Osprey,1,52,0.9808,0.9107,0.9808,0.9444,0.9808
Semipalmated Plover,1,54,0.9815,0.9464,0.9815,0.9636,1.0000
Varied Thrush,1,56,0.9821,0.9649,0.9821,0.9735,1.0000
Barn Swallow,1,57,0.9825,0.9180,0.9825,0.9492,1.0000
American Tree Sparrow,1,59,0.9831,0.9355,0.9831,0.9587,1.0000
Carolina Wren,1,60,0.9833,0.9516,0.9833,0.9672,1.0000
Black Phoebe,1,60,0.9833,0.9219,0.9833,0.9516,1.0000
Bohemian Waxwing,1,60,0.9833,0.9833,0.9833,0.9833,0.9833
Belted Kingfisher,1,60,0.9833,0.9833,0.9833,0.9833,0.9833
Pileated Woodpecker,1,60,0.9833,0.9672,0.9833,0.9752,0.9833
Great Egret,1,60,0.9833,0.9077,0.9833,0.9440,1.0000
Pine Siskin,1,60,0.9833,0.9365,0.9833,0.9593,0.9833
Black-bellied Plover,2,77,0.9870,0.9861,0.9881,0.9869,1.0000
Black-necked Stilt,1,33,1.0000,1.0000,1.0000,1.0000,1.0000
Roseate Spoonbill,1,29,1.0000,1.0000,1.0000,1.0000,1.0000
Northern Bobwhite,1,32,1.0000,0.9697,1.0000,0.9846,1.0000
Brown Creeper,1,58,1.0000,0.9831,1.0000,0.9915,1.0000
Green Heron,1,60,1.0000,0.9836,1.0000,0.9917,1.0000
Monk Parakeet,1,28,1.0000,1.0000,1.0000,1.0000,1.0000
American Avocet,1,54,1.0000,1.0000,1.0000,1.0000,1.0000
American Dipper,1,31,1.0000,0.9394,1.0000,0.9688,1.0000
Ruffed Grouse,1,40,1.0000,0.9524,1.0000,0.9756,1.0000
Black-bellied Whistling-Duck,1,20,1.0000,0.9524,1.0000,0.9756,1.0000
Canyon Wren,1,26,1.0000,0.9286,1.0000,0.9630,1.0000
Cactus Wren,1,43,1.0000,0.9348,1.0000,0.9663,1.0000
Ruddy Turnstone,1,55,1.0000,0.9167,1.0000,0.9565,1.0000
Green-tailed Towhee,1,28,1.0000,0.9032,1.0000,0.9492,1.0000
